age,citi,day1,day10,day11,day12,day13,day14,day2,day3,day4,day5,day6,day7,day8,day9,duration,maxgroupsize,name,operatedin,physicalrating,price,rating,tourid,touroperator,url
"
                    English
                ",",,,,,,,,",Day 1: Arrival at Kathmandu,Day 10: Drive back to Kathmandu,Day 11: Rest in Kathmandu,Day 12: Departure ,,,Day 2: World Heritage Tour at Kathmandu,Day 3: Drive to Syabrubesi,Day 4: Trek to Lama Hotel,Day 5: Trek to Mundu via Langtang village,Day 6: Trek to Kyanjin Gumba,Day 7: Hike to CherkoRi or Langshisha Kharka,Day 8: Trek back to Lama Hotel,Day 9: Trek back to Syabrubesi village,,"
                        15                    ","
            Langtang Valley Trek        ","
                    194559
                ","
                        11 to 65
                    ","US
                        $950","
      5.0
    (
      (1)
    ",,"
                    Himalayan Planet Adventures
                ",https://www.tourradar.com/141747
"
                    English
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Dingboche,Lobuche,Gorak Shep,Everest Base Camp,Pheriche","Day 1: Arrival at the Tribhuwan International Airport in Kathmandu (1,345m). (Distance 5.6km/ 15min drive)","Day 10: Hike up to Kalapattar (5,555m) early in the morning and trek down to Periche (4,200m) - Distance approx. 15km/ 7 hrs","Day 11: Trek to Namche Bazaar (3,441m) - Distance approx. 22km/ 7 hrs",Day 12: Trek back to Lukla. Distance approx. 21km / 7hrs,Day 13: Morning fly back to Kathmandu. 30 min flight. ,Day 14: Transfer to the airport for your final flight departure,"Day 2: Fly to Lukla (2840m), Trek to Phakding (2610m). Distance approx. 9km/ 3.5 hrs",Day 3: Trek to Namche Bazaar (3441m). Distance approx. 12km/ 6hrs.,Day 4: Acclimatization day in Namche Bazaar. Walk around the Namche Bazaar. Distance Aprrox. 5km / 3hrs. ,Day 5: Trek to Tengboche Hill. (3880). Distance approx. 12km/ 5hrs. ,Day 6: Trekking to Dingboche Valley (4350m). Distance approx. 12km/ 6hrs.,Day 7: Second Acclimatization day in Dingboche (4350). Hike up to Nagarsang (5090) or Chhukung (4700m). Distance approx. 4km/ 3 hrs.,"Day 8: Trek to Lobuche (4,910m ) - Distance approx. 9km/ 4hrs","Day 9: Trek to Gorakshep (5170 m), continue to Everest Base Camp (5,365 m) then back to Gorak Shep (5170 m) - Distance approx. 15km/ 8 hrs",,"
                        15                    ","
            Everest Base Camp Standard Trek- 14 Days        ","
                    106697
                ","
                        16 to 70
                    ","US
                        $1,750","
      4.9
    (
      (6)
    ",,"
                    Apex the Asia Holiday Pvt Ltd
                ",https://www.tourradar.com/141747
"
                    English, German, Italian, French, Spanish, Chinese
                ","Kathmandu,Pokhara,Ghorepani,Annapurna,Chitwan National Park,,,,",Day 01: Arrival in Kathmandu(1350m/4430ft ),Day 10: Full day in Chitwan National park,Day 11: Drive to Kathmandu (1350m/4430ft) 4-5hrs drive,Day 12: Final departure,,,Day 02: Full day in Kathmandu,Day 03: Drive to Pokhara (820m/2690ft) about 7 hrs,Day 04: Drive to Nayapul and trek to Tirkhedhunga (1570m/5150ft) 02 hrs drives and 3-4 hrs walk,Day 05: Tikhedhunga-Ullery-Ghorepani (2780m/9121ft) 5-6 hrs walks,Day 06: Ghorepani-Tadapani (2660m/8727ft) 4-5 hrs walks,Day 07: Tadapani - Ghandruk (1990m/6529ft) 3-4 hrs walk,Day 08: Ghandruck - Pokhara(820m/2690ft),Day 09: Pokhara - Chitwan (4-5 hrs),,"
                        8                    ","
            Family Trekking In Annapurna        ","
                    110138
                ","
                        6 to 75
                    ","US
                        $999","
      5.0
    (
      (1)
    ",,"
                    Trekking Planner Pvt. Ltd.
                ",https://www.tourradar.com/114041
,"Kathmandu,Lukla,Phakding,Namche Bazar,Lobuche,Everest Base Camp,Gorak Shep,Pheriche,",Day 1: Kathmandu,"Day 10: Dengboche to Lobuche (16,207ft/4940m)","Day 11: Lobuche to Everest Base Camp to Gorak Shep (16,942ft/5164m)","Day 12: Gorak Shep to Kala Pathar to Pheriche (14,341ft/4371m)","Day 13: Pheriche to Tengbouche (12,664/3890m)","Day 14: Tengbouche to Namche Bazaar (11,286ft/3440m)",Day 2: Kathmandu to Ramechhap,Day 3: Ramechhap to Phakding,"Day 4: Phakding to Namche Bazaar (11,286ft/3440m)","Day 5: Namche Bazaar (11,286ft/3440m)","Day 6: Namche Bazaar to Khumjung (12,434ft/3790m)","Day 7: Khumjung to Tengboche (12,664/3890m)","Day 8: Tengboche to Dengboche (14,469ft/4410m)","Day 9: Dengboche (14,469ft/4410m)",,,"
            Ultimate Bucket List Trek:  Everest Base Camp        ",,,"US
                        $2,511","
      4.9
    (
      (8)
    ",,,https://www.tourradar.com/114041
"
                    English
                ","Kathmandu,Nagarkot,,,,,,,",Day 01 : Drive to Sundarijal and trek to Chisapani (2150m) Duration: 5 hrs,,,,,,Day 02 : Chisapani  Nagarkot (2195m) Duration: 5-6 hrs,Day 03 : Nagarkot  Kathmandu (1337m) Duration: 3 hrs walk,,,,,,,,"
                        12                    ","
            Nagarkot Chisapani Hiking         ","
                    75779
                ","
                        10 to 70
                    ","US
                        $346","
      5.0
    (
      (3)
    ",,"
                    Nepal Hiking Team
                ",https://www.tourradar.com/114041
,",,,,,,,,",Day 1: Travel by Tourist Coach from Kathmandu to Pokhara,Day 10: Trek to Pothana (1990m) ,"Day 11: Trek down to Phedi (1,500m) and back to Pokhara. ",Day 12: Drive back to kathmandu.,,,Day 2: Drive to Ulleri,"Day 3: Trek to Ghorepani (2,840m) ","Day 4: Hike up to Poonhill for sunrise and trek to Tadapani (2,610m). ","Day 5: Trek to Sinuwa (2,340m). ","Day 6: Trek to Himalaya hotel (2,900m). ","Day 7: Trek to Annapurna Base Camp (4,130m). ","Day 8: Trek to Bamboo (2,345m). ","Day 9: Trek to Jhinu Danda (1,760m) ",,,"
            Annapurna Base Camp Trek Via Poon Hill - 11 Nights / 12 Days        ",,,"US
                        $1,080","
      5.0
    (
      (2)
    ",,,https://www.tourradar.com/141747
"
                    English
                ","Kathmandu,Pokhara,Ghorepani,Annapurna,,,,,",Day 1:Arrival to Kathmandu. (1350m).,,,,,,Day 2: Fly  to Pokhara. 1/2 Hours. (840m),Day 3:Drive to Nayapul (1070m) and trek to  Ulleri,Day 4: Trek to Ghorepani (3210m),"Day 5: Trek to Poon Hill (3,210m) and Trek to Tadapani (2630m)",Day 6: Trek down to Ghandruk (2010m),Day 7: Trek down to Nayapul and drive to Pokhara,Day 8:Fly to Kathmandu,Day 9: Final Departure,,"
                        11                    ","
            Pokhara and Poon Hill Trek 9 Days        ","
                    114041
                ","
                        3 to 85
                    ","US
                        $585","
      4.8
    (
      (38)
    ",,"
                    Nepal Social Treks
                ",https://www.tourradar.com/114041
,"Kathmandu,Nagarkot,,,,,,,",Day 1: Drive from Kathmandu to Sundarijal (1 Hrs Drive) & Hike to Chisapani (4 Hrs) ,,,,,,Day 2: Hiking from Chisapani to Nagarkot (6 Hrs) ,Day 3: Hike from Nagarkot to Dhulikhel (5 Hrs) ,Day 4: Drive from Dhulikhel to Kathmandu [30 KM/2 hour drive] ,,,,,,,,"
            4 Days Easy Nepal Hiking Tour (Chisapani - Nagarkot - Dhulikhel)        ",,,"US
                        $670","
      5.0
    (
      (2)
    ",,,https://www.tourradar.com/114041
"
                    English
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Dingboche,Lobuche,Everest Base Camp,Gorak Shep,",Day 01 : Arrive at Tribhuwan International Airport (TIA) Kathmandu,Day 10 : Trek to EBC (5364m/17594ft) then back to Gorekshep (5181m/16994ft) Duration: 8 hrs,Day 11 : Hiking to Kalapattar (5545m/18188ft) - Gorekshep then Dzongla (4830m/15840ft) Duration: 7 hrs,Day 12 : Trek to Dragnakhangna (4700m/15415ft) via crossing Cho La pass (5420m/17780ft) Duration: 7 hrs,Day 13 : Trek to Gokyo lakes (4790m/15710ft) Duration: 2-3 hrs,Day 14 : Hiking to Gokyo RI (5483m/19083ft) and trek to Dole (4200m/13775) Duration: 7 hrs,Day 02 : Kathmandu Valley Sightseeing Tour,Day 03 : Fly to Lukla and trek to Phakding (2652m/8699ft) Duration: 3 hrs,Day 04 : Trek to Namche Bazaar (3440m/11283ft) Duration: 6 hrs,Day 05 : Namche Bazar - Everest View Hotel - Return,Day 06 : Trek to Tengboche (3860m/12660ft) Duration: 5 hrs,Day 07 : Trek to Dingboche (4410m/14464ft) Duration: 5 hrs,Day 08 : Dingboche to Nagerjun (5100m/16728ft) and return,Day 09 : Trek to Lobuche (4910m/16105ft) Duration: 5 hrs,,"
                        12                    ","
            Everest Base Camp - Chola Pass - Gokyo Lake Trek        ","
                    75621
                ","
                        18 to 60
                    ","US
                        $1,720","
      4.0
    (
      (1)
    ",,"
                    Nepal Hiking Team
                ",https://www.tourradar.com/114041
,"Kathmandu,Nagarkot,Bhaktapur,,,,,,",Day 1: Kathmandu/Sundarijal to Chisapani trek,,,,,,Day 2: Nagarkot,Day 3: Nagarkot to Bhaktapur trek,Day 4: Bhaktapur - Kathmandu,,,,,,,,"
            Kathmandu Valley Trek        ",,,"US
                        $422","
      3.5
    (
      (3)
    ",,,https://www.tourradar.com/114041
"
                    English
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Lobuche,Everest Base Camp,Dingboche,,","Day 1: Arrival At Kathmandu, Meet At Airport And Transfer To Hotel.",Day 10 Trek To Gokyo Ri (5360 M) And Trek To Dragnag (4700m) 7-8 Hours Walk,Day 11: Trek To Dzongla (4830m) Via Cho La Pass (5420m). 6-7 Hours Walk,Day 12: Trek To Lobuche 3-4 Hours Of Walking,Day 13: Trek To Gorakshep (5140m) Visit To Everest Base Camp (5364m). 6-8 Hours Walk,Day 14: Trek To Kala Pattar (5550m) Down To Lobuche (4910m) 5-6 Hours Walk,Day 2: Trek Preparation and sightseeing day In Kathmandu. O At A Hotel In Kathmandu.,"Day 3: Flight To Lukla And Trek To Phakding, 40 Minutes In Flight Followed By 3-4 Hours Walk","Day 4: Trek To Namche Bazar ( 3440 M ) Walking Around 6-7 Hours,","Day 5: Acclimatization day, hike To Khumjung Village 4-6 Hours Walk",Day 6: Trek To Thame 4-5 Hours Walk,"Day 7: Trek To Lungdeng, 5-6 Hours Walk",Day 8: Trek To Gokyo (4790m) Via Renjo La Pass (5360m) 6-7 Hours Walk.,Day 9:Trek To 5th Lake And Back To Gokyo. 4-5 Hours Walk.,,"
                        9                    ","
            Everest 3 High Pass Trekking        ","
                    142376
                ","
                        7 to 65
                    ","US
                        $1,575","
      4.0
    (
      (1)
    ",,"
                    Nepal Social Treks
                ",https://www.tourradar.com/114041
,",,,,,,,,",Day 1: Kathmandu,Day 10: Phedi (4450m / 14599ft),Day 11: Muktinath (3800m / 12467ft),Day 12: Jomsom (2800m / 9186ft) ,Day 13: Pokhara ,Day 14: Pokhara,Day 2: Ngadi,Day 3: Chamje (1430m / 4691ft),Day 4: Dharapani (2100m / 6889ft),Day 5: Chame (2710m / 8891ft) ,Day 6: Pisang (3300m / 10826ft),Day 7: Manang (3540m / 11614ft) ,Day 8: Manang (3540m / 11614ft) ,Day 9: Yak Kharka (4018m / 13182ft) ,,,"
            Annapurna Circuit Trek        ",,,"US
                        $1,555","
      4.2
    (
      (10)
    ",,,https://www.tourradar.com/114041
,"Kathmandu,Pokhara,Ghorepani,Annapurna,,,,,","Day 01: Arrival in Kathmandu (1,300m/4,264ft) ","Day 10: Trek to Ulleri (2,050 m/6,725 ft): 5-6 hours ","Day 11: Trek to Naya Pul then drive to Pokhara: 5-6 hours trek, 1 hour drive ",Day 12 : Drive Back to Kathmandu,Day 13: Final departure ,,Day 02  Kathmandu to Pokhara(810m/2656ft) by drive / 6hrs drive / Overnight at hotel in Pokhara,"Day 03: Fly to Pokhara, drive to Syauli Bazaar and trek to Ghandruk: 30 mins flight, 2 hours drive and 3 hours trek ","Day 04: Ghandruk to Tadapani (2,590m/8,497ft) 3-4 hours ","Day 05: Tadapani to Dobato (3,350m/10,990ft): 4-5 hours","Day 06: Dobato to Upper Chistibung (2,975m/3,198ft) 4-5 hours","Day 07: Trek to Khopra Ridge (3,660m/12007): 3-4 hours ","Day 08: Rest day in Khopra Ridge: Tour of Kaire Lake (4,500m/14,763ft): 10-11 hours ","Day 09: Trek to Swanta Village (2,200m/7,217ft): 5-6 hours ",,,"
            Khopra Ridge Khayar Lake Trek  13 Days        ",,,"US
                        $1,252","
      5.0
    (
      (1)
    ",,,https://www.tourradar.com/114041
,"Pokhara,Ghorepani,Annapurna,,,,,,","Day 1: Drive to Nayapul (1,010m) & Trek to Tikhedunga (1,570m)  - 5 hours  ",,,,,,"Day 2: Trek from Tikhedhunga to Ghorepani (2,860m)  - 6 hours  ","Day 3: Hike to Poon Hill (3,210m) & Trek to Tadapani (2,660m) ","Daya 4:  Trek to Kimche via Ghandruk (1,010m) & ride to Pokhara - 4 hrs trek and 2.5 hrs drive",,,,,,,,"
            4 Days Ghorepani Poon Hill Trek        ",,,"US
                        $450","
      5.0
    (
      (2)
    ",,,https://www.tourradar.com/114041
"
                    English
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Dingboche,Lobuche,Gorak Shep,Everest Base Camp,Kala Patthar","Day 1: Arrival in Kathmandu, the capital city of Nepal (1,400 m)","Day 10: Hike up to Kala Patthar (5,555m) Early in the morning and trek down to Pheriche (4240m) Duration: 7 hours","Day 11: Trek to Namche Bazzar (3,440 m) Duration: 7 hours","Day 12: Trek to Lukla (2,840m) Duration: 7 hours",Day 13: Morning flight from Lukla to Kathmandu,Day 14: Final Departure,"Day 2: Fly to Lukla (2840m) and trek to Phakding (2,610m) Duration: 3 hours","Day 3: Trek to Namche Bazaar (3,440m) Duration: 6 hours",Day 4: Acclimatization: Namche Bazaar,"Day 5: Trek to Tengboche (3,860m) Duration: 5 hours","Day 6: Trek to Dingboche (4,410m) Duration: 5 hours",Day 7: Acclimatization: Hike to Nangkartshang Peak (5083m) Duration: 6 hours,"Day 8: Trek to Lobuche (4,910m) Duration: 5 hours","Day 9: Trek to Everest Base camp (5,365m) and then back to Gorak Shep (5,140m) Duration: 8 hours",,"
                        10                    ","
            Everest Base Camp Trekking        ","
                    117781
                ","
                        18 to 80
                    ","US
                        $1,600","
      4.5
    (
      (1)
    ",,"
                    Travel Max Guide
                ",https://www.tourradar.com/114041
,",,,,,,,,","Day 1: Arrival in Kathmandu (1,400 m)","Day 10: Annapurna Base Camp to Bamboo (2,300m) Duration: 7 hours","Day 11: Bamboo to Jhinu Danda (1,760m/5,770 ft): Duration: 6 hours","Day 12: Trek to Naya Pul (1050m) then drive to Pokhara Duration: 6 hours trek, 1:30 hour drive",Day 13: Pokhara to Kathmandu by tourist bus Duration: 6 hours,Day 14: Trip Conclude,Day 2: Kathmandu: sightseeing and trek preparation,Day 3: Kathmandu to Pokhara by tourist bus Duration: 6 hours,"Day 4: Trek to Ulleri (2,050m/6725 ft) Duration: 6 hours","Day 5: Ulleri to Ghorepani (2,750 m/ 9,020 ft) Duration: 5 hours trek","Day 6: Early morning hike to Poon Hill for sunrise (3,210m/10,529ft) then Ghorepani to Tadapani (2,700m/8,860ft) Duration: 6 hours","Day 7: Tadapani to Chhomrong (2,170m/7,120ft) Duration: 6 hours trek","Day 8: Continue walking from Chhomrong to Himalayan Hotel (2,920m) Duration: 7 hours","Day 9: Himalayan to Annapurna Base Camp (4,230m) Duration: 6 hours",,,"
            Annapurna Sanctuary Trekking        ",,,"US
                        $1,430","
      5.0
    (
      (2)
    ",,,https://www.tourradar.com/114041
"
                    English, German
                ","Kathmandu,Lukla,Phakding,Namche Bazar,Dingboche,Gorak Shep,,,",Day 01: Kathmandu,Day 10: Trek to Gorakshep (5153m/16906ft) and to Everest Base Camp (5363m/17595ft,Day 11: Hike to Kalapatthar (5545m/18192ft,Day 12: Fly Back to Kathmandu by Helicopter,Day 13: Departure Day,,Day 02: Kathmandu Valley Sightseeing Tour ,"Day 03: Fly to Lukla (2,860m/9,383ft) and Trek to Phakding (2,610m/8,563ft)","Day 04: Trek to Namche Bazar (3,440m/11,286ft) ",Day 05: Acclimatization Day,Day 06: Trek to Tyanboche  (3820m/12532ft) ,Day 07: Trek to Dingboche (4410m/14468ft),Day 08: Acclimatization Day ,Day 09: Trek to Lobuche (4910m/16108ft) ,,"
                        5                    ","
            Everest Base Camp LuxuryTrek by Heli        ","
                    130713
                ","
                        8 to 80
                    ","US
                        $6,895","
      5.0
    (
      (1)
    ",,"
                    Himalaya Heart Treks & Expedition[P] Ltd 
                ",https://www.tourradar.com/114041
"
                    English, German
                ",",,,,,,,,",Day 1 : arrived Kathmandu ,,,,,,Day 2: Early morning  flight to lukla (2840m) from Kathmandu it will take 30 minutes flight  and trek to phakding (2660m) it will take 3 hours walk  ,Day 3: Trek to Namche bazar (3440m) it will take 6/7 hours ,Day 4:rest day in naamche  but after breakfast went to Everest view hotel (3860m) to see amazing view of Mt Everest and more than 50 mountain  and back down to namche having lunch and explore the town ,Day 5: trek to tyangbuche (3860m) it will take about  6 hours walk ,Day 6: trek to manju (2860m) all the way to  down it will take about 5/6 hours ,Day 7:lukla  and  staying over night ,early morning flight to Kathmandu ,,,"
                        15                    ","
            Everest panorama Trek        ","
                    166932
                ","
                        8 to 80
                    ","US
                        $1,650","
      5.0
    (
      (1)
    ",,"
                    Himalaya Heart Treks & Expedition[P] Ltd 
                ",https://www.tourradar.com/166932
,"Kathmandu,Phakding,Namche Bazar,Lobuche,Everest Base Camp,Pheriche,Lukla,,",Day 01: Arrive at Kathmandu and Transfer to the Hotel,"Day 10: Gokyo to Thagnak (4750 m/15,580 ft): 4km, 4 - 5 hours",Day 11: Thangnak to Dxongla via Cho La pass 5367 M ,"Day 12: Dzongla to Lobuche (4940 m/16,207 ft): 6km, 2 - 3 hours","Day 13: Lobuche to Gorekshep via EBC (5,170m)8-9 hrs",Day 14: Gorekshep to Pheriche Via Kalapatthar (4280 m) 8-9 hrs,Day 02: City Sightseeing and Trek Preparation,"Day 03: Kathmandu to Phakding via Lukla flight (2,652m) 3 hrs","Day 04: Phakding to Namche Bazaar (3,440m) 5 - 6 hrs",Day 05: Namche Bazaar: Rest day,"Day 06: Namche Bazaar to Phortse Thanga (3,680m/12,073ft): 6km, 5-6 hours","Day 07: Phortse Thanga to Machhermo (4,470m/ 14,663ft): 10km, 4-5 hours","Day 08: Machhermo to Gokyo (4,800 m/15,744 ft): 7km, 4-5 hours","Day 09: Gokyo Valley: Acclimatization Day - Optional Hike to Gokyo Ri (5357 m/17,570 ft): 2km, 3 - 4 hours","
            18 days                        
  ",,"
            Gokyo Chola Pass Everest Base Camp Trek        ",,,"US
                        $1,209",(,,,https://www.tourradar.com/166932
